ytid,label_names,label_ids,feature_path
244492,"['Crushing', 'Impact sounds']","[55, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244492.npy
244500,"['Applause', 'Chatter', 'Clapping', 'Crowd', 'Crowd sounds', 'Hands', 'Human group actions', 'Human sounds', 'Human voice', 'Shout']","[7, 30, 40, 52, 53, 97, 102, 103, 104, 155]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244500.npy
244503,"['Engine', 'Mechanical sounds', 'Motor vehicle (road)', 'Motorcycle', 'Vehicle', 'Vehicle sounds']","[72, 119, 123, 124, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244503.npy
244505,"['Animal', 'Animal sounds', 'Cricket', 'Insect', 'Nature sounds', 'Thunder', 'Thunderstorm', 'Wild animals']","[5, 6, 50, 107, 127, 178, 179, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244505.npy
244526,"['Human sounds', 'Human voice', 'Laughter']","[103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244526.npy
244568,"['Clapping', 'Hands', 'Human sounds']","[40, 97, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244568.npy
244581,"['Nature sounds', 'Thunder', 'Thunderstorm']","[127, 178, 179]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244581.npy
244591,"['Animal', 'Animal sounds', 'Cricket', 'Insect', 'Wild animals']","[5, 6, 50, 107, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244591.npy
244592,"['Animal', 'Animal sounds', 'Cricket', 'Insect', 'Wild animals']","[5, 6, 50, 107, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244592.npy
244609,"['Bus', 'Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[24, 123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244609.npy
244667,"['Human sounds', 'Human voice', 'Laughter']","[103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244667.npy
244688,"['Camera', 'Mechanical sounds', 'Mechanisms']","[26, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244688.npy
24469,"['Keyboard (musical)', 'Music', 'Musical instrument']","[108, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24469.npy
244693,"['Nature sounds', 'Rain', 'Thunder', 'Thunderstorm', 'Water']","[127, 141, 178, 179, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244693.npy
244712,"['Animal', 'Animal sounds', 'Cricket', 'Insect', 'Wild animals']","[5, 6, 50, 107, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244712.npy
244718,"['Animal', 'Animal sounds', 'Fowl', 'Livestock, farm animals, working animals']","[5, 6, 83, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244718.npy
244736,"['Crushing', 'Impact sounds']","[55, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244736.npy
244757,"['Impact sounds', 'Thump, thud']","[106, 177]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244757.npy
244767,"['Explosion', 'Fireworks', 'Impact sounds', 'Motor vehicle (road)', 'Traffic noise, roadway noise', 'Vehicle', 'Vehicle sounds']","[74, 81, 106, 123, 184, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244767.npy
244770,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244770.npy
244774,"['Mechanical sounds', 'Tick']","[119, 180]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244774.npy
244782,"['Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244782.npy
244797,"['Boiling', 'Liquid', 'Nature sounds']","[18, 112, 127]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244797.npy
244807,"['Engine', 'Mechanical sounds', 'Motor vehicle (road)', 'Traffic noise, roadway noise', 'Vehicle', 'Vehicle sounds']","[72, 119, 123, 184, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244807.npy
244925,"['Chink, clink', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Tap', 'Writing']","[36, 63, 88, 106, 119, 174, 205]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244925.npy
244926,"['Fire', 'Nature sounds']","[80, 127]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244926.npy
244927,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244927.npy
244931,"['Nature sounds', 'Rail transport', 'Rain', 'Train', 'Vehicle', 'Vehicle sounds', 'Water']","[127, 140, 141, 185, 191, 193, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244931.npy
244932,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244932.npy
244947,"['Conversation', 'Crowd', 'Crowd sounds', 'Human group actions', 'Human sounds', 'Human voice', 'Speech']","[44, 52, 53, 102, 103, 104, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244947.npy
24495,"['Keyboard (musical)', 'Music', 'Musical instrument']","[108, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24495.npy
244951,"['Bicycle', 'Vehicle', 'Vehicle sounds']","[13, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244951.npy
244965,"['Bell', 'Chime', 'Music']","[12, 35, 125]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244965.npy
244968,"['Camera', 'Mechanical sounds', 'Mechanisms']","[26, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244968.npy
244976,"['Animal', 'Animal sounds', 'Bird', 'Impact sounds', 'Thump, thud', 'Wild animals']","[5, 6, 15, 106, 177, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244976.npy
244977,"['Animal', 'Animal sounds', 'Bird', 'Impact sounds', 'Thump, thud', 'Wild animals']","[5, 6, 15, 106, 177, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244977.npy
244978,"['Animal', 'Animal sounds', 'Bird', 'Wild animals']","[5, 6, 15, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244978.npy
244979,"['Animal', 'Animal sounds', 'Bird', 'Impact sounds', 'Thump, thud', 'Wild animals']","[5, 6, 15, 106, 177, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244979.npy
244985,"['Hammer', 'Mechanical sounds', 'Tools']","[96, 119, 183]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244985.npy
244999,"['Accelerating, revving, vroom', 'Engine', 'Mechanical sounds', 'Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[0, 72, 119, 123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\244999.npy
245024,"['Animal', 'Animal sounds', 'Dog', 'Domestic animals, pets']","[5, 6, 61, 62]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245024.npy
245026,"['Mechanical sounds', 'Squeak']","[119, 168]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245026.npy
245027,"['Domestic sounds, home sounds', 'Frying (food)', 'Mechanical sounds']","[63, 85, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245027.npy
245028,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245028.npy
245033,"['Impact sounds', 'Thump, thud']","[106, 177]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245033.npy
245036,"['Mechanical sounds', 'Squeak']","[119, 168]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245036.npy
245037,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Human sounds', 'Walk, footsteps', 'Wild animals']","[5, 6, 15, 16, 103, 194, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245037.npy
245063,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245063.npy
245064,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245064.npy
245065,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245065.npy
245066,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245066.npy
245067,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245067.npy
245068,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245068.npy
245069,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245069.npy
24507,"['Keyboard (musical)', 'Music', 'Musical instrument']","[108, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24507.npy
245070,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245070.npy
245072,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245072.npy
245073,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245073.npy
245074,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245074.npy
245075,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245075.npy
245076,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245076.npy
245077,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245077.npy
245078,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245078.npy
245079,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245079.npy
245098,"['Drum', 'Drum kit', 'Music', 'Musical instrument', 'Percussion', 'Snare drum']","[69, 70, 125, 126, 132, 163]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245098.npy
24510,"['Keyboard (musical)', 'Music', 'Musical instrument']","[108, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24510.npy
245104,"['Impact sounds', 'Thump, thud']","[106, 177]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245104.npy
245114,"['Animal', 'Animal sounds', 'Bark', 'Dog', 'Domestic animals, pets']","[5, 6, 8, 61, 62]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245114.npy
245167,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245167.npy
245174,"['Human sounds', 'Human voice', 'Speech']","[103, 104, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245174.npy
24519,"['Rail transport', 'Train', 'Vehicle', 'Vehicle sounds']","[140, 185, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24519.npy
245190,"['Animal', 'Animal sounds', 'Cricket', 'Insect', 'Wild animals']","[5, 6, 50, 107, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245190.npy
245194,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Packing tape, duct tape']","[63, 119, 131]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245194.npy
245197,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Packing tape, duct tape']","[63, 119, 131]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245197.npy
245198,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Packing tape, duct tape']","[63, 119, 131]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245198.npy
245199,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Packing tape, duct tape']","[63, 119, 131]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245199.npy
24520,"['Alarm', 'Mechanical sounds', 'Telephone']","[4, 119, 176]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\24520.npy
245200,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Packing tape, duct tape']","[63, 119, 131]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245200.npy
245202,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245202.npy
245203,"['Mechanical sounds', 'Rail transport', 'Squeak', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[119, 140, 168, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245203.npy
245204,"['Chink, clink', 'Cutlery, silverware', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds']","[36, 58, 63, 88, 106, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245204.npy
245211,"['Cymbal', 'Hi-hat', 'Music', 'Musical instrument', 'Percussion', 'Tambourine']","[59, 100, 125, 126, 132, 173]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245211.npy
245213,"['Drum', 'Music', 'Musical instrument', 'Percussion', 'Snare drum', 'Tambourine']","[69, 125, 126, 132, 163, 173]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245213.npy
245215,"['Music', 'Musical instrument', 'Percussion', 'Tambourine']","[125, 126, 132, 173]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245215.npy
245259,"['Drum', 'Music', 'Musical instrument', 'Percussion', 'Snare drum']","[69, 125, 126, 132, 163]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245259.npy
245275,"['Drum', 'Drum kit', 'Music', 'Musical instrument', 'Percussion', 'Snare drum']","[69, 70, 125, 126, 132, 163]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245275.npy
245282,"['Car', 'Car passing by', 'Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[27, 28, 123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245282.npy
2453,"['Mallet percussion', 'Music', 'Musical instrument', 'Percussion']","[116, 125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\2453.npy
245300,"['Crying, sobbing', 'Human sounds', 'Human voice']","[56, 103, 104]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245300.npy
245311,"['Alarm', 'Mechanical sounds', 'Telephone']","[4, 119, 176]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245311.npy
245313,"['Alarm', 'Mechanical sounds', 'Telephone']","[4, 119, 176]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245313.npy
245337,"['Human sounds', 'Human voice', 'Singing']","[103, 104, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245337.npy
245359,"['Car', 'Car passing by', 'Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[27, 28, 123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245359.npy
245372,"['Boom', 'Explosion', 'Impact sounds']","[19, 74, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245372.npy
245385,"['Nature sounds', 'Rain', 'Water']","[127, 141, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245385.npy
245392,"['Engine', 'Mechanical sounds']","[72, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245392.npy
245399,"['Rail transport', 'Train', 'Vehicle', 'Vehicle sounds']","[140, 185, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245399.npy
245400,"['Rail transport', 'Train', 'Vehicle', 'Vehicle sounds']","[140, 185, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245400.npy
245410,"['Chink, clink', 'Glass', 'Impact sounds', 'Shatter']","[36, 88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245410.npy
245413,"['Engine', 'Mechanical sounds']","[72, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245413.npy
245417,"['Nature sounds', 'Whoosh, swoosh, swish']","[127, 199]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245417.npy
245424,"['Domestic sounds, home sounds', 'Mechanical sounds']","[63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245424.npy
245425,"['Domestic sounds, home sounds', 'Mechanical sounds']","[63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245425.npy
245434,"['Animal', 'Animal sounds', 'Car', 'Crowd', 'Crowd sounds', 'Engine', 'Human group actions', 'Human sounds', 'Livestock, farm animals, working animals', 'Mechanical sounds', 'Motor vehicle (road)', 'Traffic noise, roadway noise', 'Vehicle', 'Vehicle sounds']","[5, 6, 27, 52, 53, 72, 102, 103, 113, 119, 123, 184, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245434.npy
245445,"['Alarm', 'Mechanical sounds', 'Telephone']","[4, 119, 176]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245445.npy
245454,"['Clock', 'Mechanical sounds', 'Mechanisms']","[41, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245454.npy
245455,"['Clock', 'Mechanical sounds', 'Mechanisms']","[41, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245455.npy
245459,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Writing']","[63, 119, 205]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245459.npy
245462,"['Mechanical sounds', 'Mechanisms']","[119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245462.npy
245500,"['Alarm', 'Chatter', 'Crowd sounds', 'Human group actions', 'Human sounds', 'Mechanical sounds', 'Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[4, 30, 53, 102, 103, 119, 140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245500.npy
245522,"['Human sounds', 'Human voice', 'Male speech, man speaking', 'Speech']","[103, 104, 115, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245522.npy
245523,"['Human sounds', 'Human voice', 'Male speech, man speaking', 'Speech']","[103, 104, 115, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245523.npy
245536,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245536.npy
245546,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245546.npy
245550,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245550.npy
245551,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245551.npy
245552,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245552.npy
245555,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Piano']","[108, 125, 126, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245555.npy
245578,"['Domestic sounds, home sounds', 'Door', 'Impact sounds', 'Mechanical sounds', 'Screech', 'Slam']","[63, 64, 106, 119, 153, 161]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245578.npy
245581,"['Explosion', 'Impact sounds']","[74, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245581.npy
245596,"['Breathing', 'Human sounds', 'Human voice', 'Respiratory sounds']","[22, 103, 104, 146]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245596.npy
245602,"['Explosion', 'Gunshot, gunfire', 'Impact sounds']","[74, 94, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245602.npy
245604,"['Human sounds', 'Human voice', 'Shout', 'Yell']","[103, 104, 155, 206]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245604.npy
245639,"['Applause', 'Cheering', 'Clapping', 'Crowd sounds', 'Hands', 'Human group actions', 'Human sounds', 'Human voice', 'Shout']","[7, 31, 40, 53, 97, 102, 103, 104, 155]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245639.npy
245651,"['Drum kit', 'Music', 'Musical instrument', 'Percussion']","[70, 125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245651.npy
245652,"['Drum kit', 'Music', 'Musical instrument', 'Percussion']","[70, 125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245652.npy
245666,"['Animal', 'Animal sounds', 'Bark', 'Bird', 'Bird vocalization, bird call, bird song', 'Chatter', 'Chirp, tweet', 'Crowd sounds', 'Dog', 'Domestic animals, pets', 'Human group actions', 'Human sounds', 'Livestock, farm animals, working animals', 'Wild animals']","[5, 6, 8, 15, 16, 30, 37, 53, 61, 62, 102, 103, 113, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245666.npy
245668,"['Animal', 'Animal sounds', 'Chicken, rooster', 'Fowl', 'Livestock, farm animals, working animals']","[5, 6, 33, 83, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245668.npy
245673,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Chatter', 'Chirp, tweet', 'Crowd sounds', 'Human group actions', 'Human sounds', 'Livestock, farm animals, working animals', 'Wild animals']","[5, 6, 15, 16, 30, 37, 53, 102, 103, 113, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\245673.npy
